Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
76,90,67,67,70,75,83,71,61,7,9,4,8,6,yes,yes,no,app development,cloud computing,no,no,poor,excellent,Software Engineering,system developer,job,Testing and Maintainance Services,yes,yes,Mystery,salary,yes,gentle,Technical,work,smart worker,no,yes,Database Developer
61,77,90,78,85,62,87,70,73,9,6,3,7,9,yes,yes,yes,machine learning,hacking,no,yes,poor,medium,Software Engineering,security,higherstudies,SAaS services,no,no,Horror,Work,yes,gentle,Technical,salary,smart worker,no,no,Database Developer
80,81,73,87,82,90,86,67,81,10,9,4,9,3,no,no,yes,distro making,game development,yes,yes,excellent,medium,Management,cloud computing,higherstudies,Testing and Maintainance Services,no,no,Encyclopedias,Work,yes,stubborn,Management,work,hard worker,no,yes,Database Developer
94,81,73,90,77,86,80,79,71,9,5,4,7,8,no,yes,yes,shell programming,cloud computing,no,no,excellent,poor,parallel computing,developer,job,Testing and Maintainance Services,no,no,Math,Work,no,stubborn,Technical,salary,smart worker,no,no,Database Developer
83,78,71,60,81,61,68,84,94,11,9,5,8,4,no,yes,yes,hadoop,database security,no,yes,excellent,medium,Management,testing,job,Product based,no,no,Travel,salary,yes,gentle,Management,work,hard worker,no,yes,Database Developer
81,92,86,87,75,84,66,61,75,9,1,0,2,4,yes,no,no,information security,game development,yes,no,poor,poor,Computer Architecture,security,job,Service Based,yes,yes,Horror,Work,no,stubborn,Technical,work,smart worker,no,no,Database Developer
91,87,66,88,64,89,82,83,89,6,8,2,6,1,no,yes,no,app development,data science,yes,yes,medium,poor,programming,security,higherstudies,Product based,yes,no,Religion-Spirituality,Work,no,stubborn,Technical,salary,hard worker,no,no,Database Developer
73,60,79,93,75,86,83,78,90,9,4,6,6,2,no,no,no,app development,game development,yes,yes,poor,medium,programming,developer,job,Service Based,yes,yes,Horror,Work,no,gentle,Management,salary,smart worker,no,no,Database Developer
84,62,77,64,90,67,68,67,83,4,6,6,2,5,yes,yes,yes,python,system designing,yes,yes,excellent,medium,networks,security,job,Web Services,yes,yes,Comics,Work,no,gentle,Management,salary,smart worker,yes,yes,Database Developer
91,74,93,61,85,70,72,66,88,12,5,4,7,5,yes,yes,no,python,web technologies,yes,yes,poor,excellent,hacking,developer,higherstudies,BPA,yes,yes,Anthology,Work,no,stubborn,Management,work,smart worker,no,yes,Database Developer
83,70,82,65,64,72,70,67,65,6,1,1,6,9,yes,no,yes,r programming,data science,no,no,poor,excellent,IOT,Business process analyst,higherstudies,Sales and Marketing,yes,yes,Comics,salary,yes,stubborn,Management,work,hard worker,no,yes,Database Developer
73,85,91,67,91,64,65,93,61,5,9,1,3,9,yes,no,no,machine learning,web technologies,yes,yes,excellent,medium,programming,developer,higherstudies,SAaS services,yes,no,Satire,salary,yes,stubborn,Management,work,smart worker,no,no,Database Developer
74,75,70,74,67,84,68,83,63,8,2,2,4,4,yes,yes,yes,information security,hacking,yes,yes,medium,poor,IOT,testing,higherstudies,BPA,no,yes,Romance,Work,yes,gentle,Technical,salary,smart worker,yes,yes,Database Developer
87,70,82,61,68,84,88,90,84,12,2,2,7,9,no,no,no,r programming,web technologies,no,no,excellent,excellent,networks,cloud computing,job,Product based,no,yes,Self help,salary,yes,gentle,Management,salary,hard worker,yes,no,Database Developer
89,75,62,72,75,85,61,76,74,11,4,3,2,5,yes,yes,yes,distro making,cloud computing,no,no,poor,poor,parallel computing,cloud computing,higherstudies,Sales and Marketing,no,no,Science fiction,salary,no,gentle,Management,work,hard worker,no,yes,Database Developer
76,60,66,65,80,62,90,78,85,7,8,4,9,9,yes,no,yes,python,web technologies,no,no,excellent,poor,Software Engineering,security,higherstudies,Cloud Services,yes,yes,Horror,salary,yes,gentle,Technical,work,smart worker,no,no,Database Developer
75,80,69,79,83,86,80,85,88,12,7,2,5,1,yes,yes,no,machine learning,data science,no,no,medium,medium,networks,developer,higherstudies,Product based,no,no,Fantasy,salary,no,stubborn,Technical,salary,smart worker,yes,no,Database Developer
87,73,82,60,68,70,82,76,70,9,8,3,2,9,yes,no,no,shell programming,database security,no,yes,medium,excellent,parallel computing,system developer,job,Cloud Services,no,yes,Childrens,Work,no,gentle,Technical,work,smart worker,no,yes,Database Developer
73,64,87,67,62,62,67,93,93,9,5,1,3,1,yes,no,yes,hadoop,web technologies,no,no,poor,medium,Management,testing,higherstudies,Product based,no,no,Travel,salary,no,gentle,Technical,work,hard worker,no,yes,Database Developer
93,86,76,61,81,74,70,88,79,4,5,2,6,6,no,yes,yes,information security,hacking,yes,no,excellent,excellent,programming,system developer,higherstudies,SAaS services,no,yes,Horror,salary,yes,stubborn,Technical,work,smart worker,yes,no,Database Developer
61,63,77,89,68,63,83,60,88,11,3,6,1,9,yes,yes,no,information security,database security,yes,no,medium,medium,data engineering,system developer,job,BPA,no,no,Health,salary,yes,gentle,Management,work,hard worker,no,no,Database Developer
73,89,94,89,79,75,86,66,69,4,5,3,1,9,no,yes,no,machine learning,system designing,yes,yes,excellent,medium,IOT,system developer,job,product development,no,no,Guide,salary,yes,gentle,Management,salary,smart worker,no,no,Database Developer
91,60,73,70,77,92,85,83,77,7,1,0,6,3,no,no,no,app development,testing,yes,yes,medium,medium,programming,cloud computing,higherstudies,Web Services,yes,yes,Satire,salary,yes,stubborn,Management,salary,hard worker,no,yes,Database Developer
71,64,63,67,62,87,80,90,68,6,9,1,2,8,no,no,no,r programming,game development,yes,no,medium,medium,IOT,security,higherstudies,Product based,no,yes,Prayer books,Work,no,gentle,Technical,salary,hard worker,yes,yes,Database Developer
94,64,81,88,63,67,84,78,77,12,2,0,3,5,no,no,no,shell programming,data science,no,no,medium,medium,Management,developer,higherstudies,Product based,no,yes,Fantasy,salary,yes,gentle,Management,work,hard worker,no,no,Database Developer
90,93,61,65,80,80,79,70,83,12,2,3,2,8,no,yes,yes,python,cloud computing,yes,no,medium,excellent,Software Engineering,Business process analyst,job,Testing and Maintainance Services,yes,no,Self help,salary,yes,gentle,Technical,work,hard worker,yes,yes,Database Developer
81,82,68,84,60,89,81,75,74,9,4,3,3,3,no,yes,yes,r programming,testing,yes,yes,medium,poor,Computer Architecture,system developer,job,BPA,no,yes,Trilogy,Work,yes,stubborn,Technical,salary,smart worker,yes,yes,Database Developer
93,69,78,81,81,77,84,90,88,8,8,4,2,4,no,yes,no,distro making,system designing,yes,no,medium,poor,data engineering,security,higherstudies,Testing and Maintainance Services,no,yes,Fantasy,salary,no,stubborn,Management,salary,hard worker,yes,no,Database Developer
77,72,62,70,61,65,69,94,86,9,9,2,4,4,no,yes,yes,python,web technologies,no,no,excellent,medium,Computer Architecture,system developer,higherstudies,Cloud Services,no,no,Comics,salary,yes,stubborn,Management,salary,smart worker,no,yes,Database Developer
86,77,67,71,84,74,93,78,77,10,1,5,8,2,yes,yes,yes,hadoop,web technologies,yes,yes,excellent,excellent,parallel computing,Business process analyst,job,product development,no,yes,Trilogy,salary,yes,stubborn,Management,salary,hard worker,no,yes,Database Developer
84,65,90,64,85,87,63,81,82,12,7,6,3,3,no,no,yes,distro making,system designing,yes,no,excellent,excellent,Computer Architecture,testing,higherstudies,SAaS services,no,no,Fantasy,salary,yes,gentle,Technical,work,smart worker,no,no,Database Developer
74,68,77,61,94,60,81,62,82,8,6,1,6,6,yes,no,no,distro making,system designing,yes,yes,excellent,poor,IOT,testing,job,Product based,yes,yes,Guide,salary,yes,stubborn,Technical,work,smart worker,yes,no,Database Developer
73,82,70,61,79,89,74,80,61,6,8,1,4,3,yes,yes,yes,shell programming,database security,no,no,excellent,medium,hacking,security,higherstudies,Cloud Services,yes,yes,Mystery,salary,yes,gentle,Management,work,smart worker,no,yes,Database Developer
89,64,90,89,82,65,62,86,67,11,9,4,6,6,no,no,yes,distro making,game development,yes,no,excellent,excellent,Computer Architecture,Business process analyst,higherstudies,Sales and Marketing,no,no,Math,salary,no,stubborn,Management,work,smart worker,no,yes,Database Developer
62,63,84,90,80,75,66,92,62,7,2,6,4,8,no,yes,no,python,web technologies,yes,no,poor,medium,programming,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Satire,salary,yes,stubborn,Management,work,smart worker,no,yes,Database Developer
78,75,79,92,72,60,81,67,72,11,9,3,3,6,no,yes,no,machine learning,testing,yes,no,poor,poor,Management,Business process analyst,job,Sales and Marketing,yes,no,Childrens,Work,no,stubborn,Technical,salary,smart worker,no,no,Database Developer
78,73,73,80,83,60,69,83,85,12,7,6,5,3,yes,no,yes,distro making,game development,no,yes,medium,poor,IOT,cloud computing,higherstudies,Testing and Maintainance Services,no,yes,Guide,salary,yes,gentle,Technical,salary,hard worker,no,no,Database Developer
82,72,91,61,93,92,78,66,68,5,4,3,9,9,no,no,no,information security,cloud computing,yes,yes,poor,excellent,data engineering,cloud computing,job,Web Services,yes,yes,Health,Work,no,gentle,Management,work,hard worker,no,no,Database Developer
75,84,77,69,84,70,80,77,77,10,2,3,7,1,no,yes,yes,distro making,database security,no,no,poor,medium,Computer Architecture,developer,job,Testing and Maintainance Services,no,no,Prayer books,Work,no,gentle,Management,work,hard worker,no,yes,Database Developer
70,87,76,63,70,67,69,71,63,9,8,5,9,3,yes,no,yes,machine learning,cloud computing,no,yes,poor,excellent,cloud computing,testing,higherstudies,SAaS services,no,yes,Self help,Work,no,stubborn,Management,salary,hard worker,no,yes,Database Developer
63,88,60,64,93,64,87,94,68,11,6,6,8,6,yes,no,no,distro making,data science,no,yes,excellent,excellent,cloud computing,developer,job,BPA,no,yes,Guide,salary,no,stubborn,Management,salary,smart worker,yes,no,Database Developer
87,86,91,92,80,86,60,65,68,6,4,1,1,5,yes,yes,no,information security,database security,no,yes,excellent,poor,networks,system developer,higherstudies,Service Based,no,no,Comics,Work,yes,gentle,Technical,work,hard worker,yes,yes,Database Developer
75,75,74,89,87,60,69,71,64,9,8,0,7,5,yes,yes,yes,hadoop,database security,yes,yes,poor,medium,networks,testing,job,SAaS services,yes,no,Mystery,Work,no,stubborn,Technical,salary,hard worker,yes,no,Database Developer
70,83,86,88,83,62,80,81,92,4,6,3,4,3,yes,no,yes,hadoop,database security,no,yes,excellent,excellent,programming,security,higherstudies,Service Based,no,yes,History,Work,yes,gentle,Management,work,smart worker,no,no,Database Developer
72,62,68,78,74,76,84,64,60,12,1,2,2,2,yes,no,yes,distro making,hacking,no,yes,medium,excellent,Computer Architecture,system developer,higherstudies,Cloud Services,no,yes,Action and Adventure,Work,no,gentle,Management,salary,hard worker,yes,yes,Database Developer
84,82,77,76,80,63,71,81,80,4,4,3,8,9,no,no,no,r programming,cloud computing,no,no,medium,poor,programming,developer,higherstudies,Cloud Services,no,yes,Art,Work,yes,stubborn,Management,work,smart worker,no,no,Database Developer
61,76,79,92,68,77,83,70,94,4,7,3,2,3,yes,yes,yes,python,game development,yes,no,poor,excellent,hacking,system developer,higherstudies,Service Based,no,yes,Biographies,salary,no,stubborn,Technical,work,hard worker,yes,no,Database Developer
60,86,61,70,91,85,64,91,89,6,5,0,8,8,yes,yes,no,python,data science,no,no,poor,excellent,data engineering,developer,job,Service Based,no,no,Autobiographies,salary,yes,gentle,Management,salary,smart worker,yes,yes,Database Developer
86,62,70,73,89,73,86,60,85,8,6,0,6,4,no,yes,yes,machine learning,web technologies,yes,no,poor,poor,data engineering,system developer,higherstudies,Service Based,yes,yes,Diaries,salary,yes,stubborn,Technical,salary,smart worker,yes,no,Database Developer
70,74,84,84,73,86,69,65,61,5,9,2,2,8,no,yes,no,full stack,game development,no,no,poor,poor,cloud computing,testing,job,Finance,yes,no,Childrens,Work,yes,gentle,Management,salary,smart worker,yes,yes,Database Developer
62,75,90,89,78,79,82,89,90,11,4,5,5,6,yes,no,yes,r programming,data science,yes,yes,medium,medium,hacking,testing,higherstudies,Finance,no,yes,Series,salary,no,stubborn,Management,work,smart worker,yes,yes,Database Developer
72,85,87,91,76,65,84,90,66,12,3,6,8,9,yes,no,no,machine learning,data science,no,no,medium,medium,networks,security,higherstudies,Cloud Services,yes,no,Drama,Work,yes,gentle,Technical,salary,hard worker,no,yes,Database Developer
69,78,90,84,87,80,61,61,89,10,9,0,9,1,no,yes,yes,python,testing,yes,no,excellent,excellent,hacking,cloud computing,job,Product based,yes,yes,Art,salary,no,stubborn,Technical,salary,hard worker,no,no,Database Developer
90,82,65,87,85,68,84,77,61,6,3,1,7,2,yes,no,no,information security,web technologies,no,no,excellent,medium,parallel computing,system developer,job,product development,yes,yes,Religion-Spirituality,salary,no,gentle,Management,salary,smart worker,no,no,Database Developer
76,92,73,73,71,91,72,67,82,8,9,0,3,7,no,yes,no,app development,cloud computing,yes,yes,medium,excellent,IOT,system developer,higherstudies,Finance,yes,no,Comics,salary,yes,gentle,Management,salary,hard worker,yes,no,Database Developer
66,83,79,87,83,89,82,65,81,5,9,2,4,9,yes,no,no,r programming,hacking,yes,no,excellent,poor,cloud computing,system developer,job,Finance,no,yes,Satire,salary,no,stubborn,Management,work,smart worker,yes,no,Database Developer
71,93,89,84,81,60,68,61,85,7,5,6,7,7,yes,no,yes,shell programming,game development,yes,yes,poor,medium,data engineering,security,job,Finance,no,yes,History,Work,no,stubborn,Management,salary,hard worker,yes,no,Database Developer
74,88,60,82,75,87,68,77,68,6,2,2,9,6,no,yes,no,app development,database security,yes,yes,medium,medium,networks,cloud computing,job,Service Based,yes,no,Action and Adventure,Work,yes,gentle,Technical,salary,hard worker,yes,no,Database Developer
61,89,74,61,87,77,68,67,91,10,3,3,2,7,no,no,yes,full stack,cloud computing,no,no,poor,excellent,Software Engineering,developer,job,product development,no,no,Childrens,salary,no,gentle,Management,salary,hard worker,yes,no,Database Developer
93,84,83,73,94,94,79,64,76,6,9,3,4,5,no,yes,no,information security,testing,yes,yes,medium,medium,cloud computing,Business process analyst,job,Service Based,no,no,Science fiction,Work,yes,stubborn,Technical,salary,hard worker,no,yes,Database Developer
90,77,62,79,83,69,91,73,65,7,4,5,5,5,no,no,yes,hadoop,data science,no,no,poor,poor,hacking,Business process analyst,higherstudies,Web Services,no,no,Guide,Work,yes,stubborn,Management,work,smart worker,yes,yes,Database Developer
60,83,74,61,74,69,61,71,72,7,8,6,5,2,yes,yes,yes,distro making,testing,yes,no,poor,poor,cloud computing,Business process analyst,job,Cloud Services,no,yes,Art,Work,yes,stubborn,Technical,salary,hard worker,yes,yes,Database Developer
84,71,79,70,74,87,67,61,63,10,2,3,6,2,yes,yes,no,distro making,system designing,no,yes,poor,medium,networks,Business process analyst,job,SAaS services,no,yes,Religion-Spirituality,Work,yes,gentle,Management,salary,hard worker,no,no,Database Developer
91,84,62,82,65,87,60,69,60,5,3,6,4,4,yes,yes,no,app development,game development,yes,yes,excellent,medium,Management,system developer,higherstudies,Testing and Maintainance Services,no,no,Cookbooks,Work,yes,gentle,Management,salary,hard worker,yes,no,Database Developer
65,67,64,65,78,73,60,78,83,6,6,4,5,7,yes,no,no,full stack,cloud computing,no,no,medium,excellent,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,no,yes,Prayer books,salary,yes,stubborn,Management,salary,smart worker,yes,no,Database Developer
69,67,77,62,86,87,67,83,65,8,2,2,3,1,no,yes,no,app development,system designing,no,no,excellent,excellent,data engineering,cloud computing,job,Cloud Services,yes,no,Self help,Work,yes,stubborn,Management,salary,smart worker,yes,yes,Database Developer
76,78,74,90,83,84,90,62,69,8,5,3,7,9,no,yes,yes,app development,cloud computing,no,no,medium,poor,Computer Architecture,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Drama,Work,no,gentle,Management,salary,hard worker,yes,no,Database Developer
60,65,82,82,78,72,76,73,67,9,4,4,3,5,no,yes,no,r programming,web technologies,yes,yes,poor,excellent,parallel computing,developer,higherstudies,Web Services,yes,no,Drama,salary,no,stubborn,Management,work,hard worker,no,yes,Database Developer
77,85,68,81,64,70,91,92,74,9,7,6,2,7,yes,no,yes,shell programming,system designing,yes,yes,medium,poor,programming,Business process analyst,higherstudies,Service Based,yes,no,Trilogy,Work,yes,stubborn,Technical,work,hard worker,yes,yes,Database Developer
87,93,71,87,90,72,76,69,91,10,5,2,7,9,yes,yes,no,python,data science,no,no,excellent,poor,networks,security,higherstudies,Testing and Maintainance Services,no,yes,Romance,Work,no,gentle,Technical,work,smart worker,yes,no,Database Developer
